State,County,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and  health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations"
CA,Lassen,0.035331437,0.053926931,0.04703566,0.015095165,0.095493327,0.047691971,0.032487421,0.006891271,0.040035003,0.158061693,0.082367097,0.020017502,0.365565522,0.26394662,0.256070882,0.169984686,0.090461606,0.219536207
CA,Los Angeles,0.004903085,0.063682453,0.085415433,0.031024796,0.10123055,0.066522119,0.043237716,0.058300804,0.139115979,0.222399198,0.095645088,0.051093196,0.037429582,0.41358779,0.173869202,0.205477576,0.078688104,0.128377327
CA,Madera,0.108601962,0.077382621,0.090469516,0.030974071,0.089120533,0.054169587,0.013524877,0.047985284,0.078048353,0.227908199,0.075665732,0.048686055,0.05746321,0.299404345,0.167957253,0.187561317,0.204852838,0.140224247
CA,Marin,0.00996008,0.061800304,0.048103202,0.027234843,0.095098844,0.031179034,0.049720719,0.107321854,0.198986462,0.222269145,0.060732584,0.049489646,0.038103282,0.559158891,0.123377503,0.211058079,0.053425869,0.052979658
CA,Mariposa,0.027195411,0.132614715,0.055874209,0.020371835,0.021855222,0.02590981,0,0.005735759,0.058247627,0.174446203,0.336530854,0.016515032,0.124703323,0.377076741,0.196499209,0.240011867,0.118769778,0.067642405
CA,Mendocino,0.063140067,0.068220911,0.111116992,0.019767657,0.126597687,0.057371193,0.012411019,0.044060441,0.070232078,0.185821271,0.122072561,0.057609357,0.061578766,0.341369182,0.234486226,0.181375533,0.106988806,0.135780254
CA,Merced,0.095087588,0.097874704,0.102443276,0.042726202,0.102347499,0.06829871,0.008035706,0.044229904,0.060962178,0.228007164,0.073106725,0.035111916,0.04176843,0.289745137,0.167112031,0.158827304,0.192014098,0.19230143
CA,Monterey,0.155631317,0.079580584,0.05041547,0.031872794,0.094615334,0.042988533,0.018783846,0.037216899,0.106481989,0.185552827,0.089753568,0.04151959,0.065587249,0.32526145,0.174042446,0.192974283,0.186100941,0.121620881
CA,Napa,0.058080883,0.06427539,0.132237987,0.028509483,0.098182944,0.041267219,0.008111855,0.044039999,0.106811009,0.216837261,0.107002743,0.03849444,0.056148786,0.4113153,0.192545943,0.177207162,0.099849562,0.119082033
CA,Nevada,0.012581516,0.111169664,0.060009222,0.015260303,0.132138858,0.030652351,0.025294776,0.050194322,0.153635026,0.200074655,0.093713633,0.070043695,0.045231979,0.465845465,0.155084206,0.195441671,0.107393013,0.076235645
CA,Orange,0.007342504,0.057273592,0.121146811,0.033715908,0.098840559,0.043072033,0.019855532,0.083885824,0.150277356,0.211970869,0.092498428,0.047662546,0.032458039,0.470150075,0.159256892,0.208006072,0.059541489,0.103045472
CA,Placer,0.012687416,0.07887458,0.063881323,0.024756062,0.088997012,0.050040987,0.013835048,0.086305101,0.150345083,0.231567813,0.076066319,0.044276384,0.078366872,0.499420895,0.156167861,0.209969062,0.063088029,0.071354153
CA,Riverside,0.014067104,0.096738929,0.084724261,0.027726739,0.125169307,0.086285281,0.016262908,0.047643661,0.10142482,0.208489121,0.095428804,0.045876077,0.050162988,0.321880506,0.190930236,0.219696398,0.110793772,0.156699088
CA,Sacramento,0.00744863,0.077158489,0.060195116,0.020665215,0.106894443,0.065899059,0.015057972,0.060009888,0.123842834,0.21829974,0.08623059,0.045409538,0.112888486,0.422791799,0.168950014,0.220645058,0.077390024,0.110223105
CA,San Benito,0.058271517,0.114547025,0.106503411,0.031638216,0.089730986,0.085858134,0.012214377,0.03098281,0.131408824,0.186135192,0.080555307,0.023088152,0.049066047,0.324127864,0.16254059,0.19349361,0.160782912,0.159055024
CA,San Bernardino,0.006745386,0.082976464,0.082489849,0.030091187,0.128508086,0.11351585,0.01309593,0.042784806,0.094398054,0.228643079,0.078519024,0.045519883,0.052712401,0.327677852,0.172945891,0.206665351,0.096341314,0.196369593
CA,San Diego,0.006209131,0.06838372,0.097458121,0.022092381,0.103170209,0.047708301,0.019436065,0.062514841,0.165615439,0.221632291,0.090528798,0.046643302,0.048607402,0.46940552,0.165191911,0.19137904,0.073280632,0.100742897
CA,San Francisco,0.002671626,0.026062852,0.045096518,0.020583565,0.077628809,0.046374349,0.064928548,0.077057911,0.276629291,0.218375348,0.067912385,0.039365232,0.037313566,0.657775369,0.118526101,0.143458307,0.025784093,0.05445613
CA,San Joaquin,0.042695274,0.092341223,0.088834057,0.02368019,0.12769782,0.085460266,0.015423042,0.041343332,0.109176831,0.206080098,0.078442903,0.037017727,0.051807236,0.318260906,0.174267042,0.193736814,0.131641487,0.182093751
CA,San Luis Obispo,0.031878771,0.071298841,0.086065574,0.015264222,0.108934268,0.047514135,0.017664803,0.043407878,0.129355002,0.233077482,0.106502101,0.047656275,0.06138065,0.407482864,0.194691873,0.219803216,0.088513535,0.089508513
CA,San Mateo,0.004629569,0.052549943,0.076654723,0.013988606,0.078826229,0.068970322,0.053790804,0.075398088,0.216806307,0.214214169,0.077703671,0.038947792,0.027519776,0.554246926,0.146892195,0.158475318,0.057902471,0.082483089
CA,Santa Barbara,0.07782873,0.063561111,0.076110331,0.018293581,0.105107081,0.032909789,0.021111755,0.05205766,0.117459912,0.240006284,0.099848781,0.044270859,0.051434126,0.396370742,0.195126621,0.186647552,0.131437858,0.090417227
CA,Santa Clara,0.004774689,0.056582927,0.16857203,0.014032482,0.077445765,0.031954488,0.067367371,0.050656481,0.219241007,0.192565232,0.060948356,0.029583285,0.026275888,0.587445016,0.129733034,0.151194662,0.057568064,0.074059225
CA,Santa Cruz,0.040182008,0.063390319,0.074144646,0.023170202,0.108495995,0.037461034,0.027941434,0.045898341,0.150522473,0.243393825,0.094441438,0.052590261,0.038368025,0.481467649,0.15115508,0.182137604,0.092909461,0.092330206
CA,Shasta,0.02011502,0.082120582,0.064503065,0.018238518,0.121635122,0.070551071,0.017145017,0.05954856,0.105232605,0.218322218,0.10972811,0.037057537,0.075802576,0.364189864,0.21015471,0.227853228,0.076032076,0.121770122
CA,Siskiyou,0.087223065,0.111198786,0.093171472,0.011654021,0.078543247,0.080182094,0.015356601,0.043945372,0.07016692,0.228285281,0.073930197,0.031198786,0.075144158,0.319150228,0.21814871,0.177359636,0.140515933,0.144825493
CA,Solano,0.006708962,0.078596952,0.092471864,0.016456404,0.104183378,0.080891611,0.020792922,0.051483993,0.113726634,0.233010039,0.080429763,0.054775274,0.066472204,0.352137874,0.191229733,0.22770607,0.096589611,0.132336712
CA,Sonoma,0.02311436,0.110946431,0.112253692,0.01947568,0.101087857,0.034925499,0.013218317,0.050899886,0.120996515,0.233491676,0.090475735,0.049684218,0.039430134,0.422644746,0.179981432,0.186451121,0.106017144,0.104905557
CA,Stanislaus,0.044169582,0.092477559,0.132121033,0.02993805,0.102692907,0.088887016,0.008930001,0.043175018,0.086927388,0.22289182,0.075376122,0.039900544,0.032512959,0.307315943,0.169290741,0.182392853,0.133309453,0.207691011
CA,Sutter,0.085127902,0.083943857,0.077826291,0.030933175,0.125681443,0.082389797,0.012703816,0.039862848,0.076839587,0.221959101,0.066257184,0.040898887,0.055576112,0.323367621,0.215940206,0.17008313,0.150990404,0.139618639
CA,Tehama,0.111037052,0.048500294,0.131856499,0.000823368,0.141854538,0.03877671,0.0068614,0.024034503,0.080494021,0.178239561,0.124642227,0.063360125,0.049519702,0.242187806,0.189688296,0.212546559,0.121584003,0.233993335
CA,Tulare,0.155017999,0.062556924,0.084453745,0.031644403,0.089121525,0.063191222,0.007497723,0.031167324,0.068824001,0.228851325,0.080501583,0.031248645,0.065923581,0.276879039,0.187345492,0.167736479,0.198995967,0.169043024
CA,Tuolumne,0.021823672,0.090131308,0.062908908,0.01088896,0.078830581,0.084915588,0.004849705,0.050372878,0.14864803,0.257400375,0.067987372,0.029738756,0.091503866,0.41963673,0.154367022,0.212380473,0.08898751,0.124628266
CA,Ventura,0.062026189,0.062595944,0.107927559,0.031266872,0.104013913,0.041490121,0.021257592,0.059528223,0.128331762,0.204091788,0.086555519,0.039116556,0.051797963,0.405292503,0.160006668,0.195478283,0.130879488,0.108343057
CA,Yolo,0.027375012,0.061941102,0.059886508,0.03948733,0.089756384,0.052920458,0.012963507,0.034526954,0.118628314,0.296213678,0.097426866,0.038753547,0.07012034,0.478426768,0.157959104,0.171343313,0.086889737,0.105381078
CA,Yuba,0.058675273,0.08347933,0.074750269,0.014476717,0.098509298,0.040418011,0.012694022,0.029383741,0.083448594,0.237098509,0.131857999,0.043676041,0.091532196,0.378208084,0.154264638,0.160903642,0.162010143,0.144613493
CO,Adams,0.01055808,0.118495273,0.081388552,0.035944966,0.116803788,0.088256784,0.017287487,0.053327439,0.122765998,0.190757844,0.071279829,0.052626003,0.040507957,0.352756792,0.15897035,0.214504391,0.127668747,0.146099721
CO,Arapahoe,0.007782626,0.084233795,0.057188379,0.016282942,0.106551071,0.058787392,0.035488316,0.100347362,0.161086869,0.219176666,0.06869725,0.045013493,0.03936384,0.469369007,0.141014526,0.208239077,0.078073147,0.103304243
CO,Boulder,0.01109111,0.052168662,0.116385449,0.014634341,0.095200118,0.030539004,0.033768927,0.050545156,0.186236086,0.247297005,0.088330124,0.046249986,0.027554031,0.566597929,0.123067458,0.182869447,0.047229786,0.08023538
CO,Broomfield,0.00298493,0.047904482,0.118790497,0.016671925,0.095372146,0.042517048,0.059334579,0.077850851,0.187007062,0.192200354,0.076540394,0.045332104,0.03749363,0.594607712,0.098041595,0.170043925,0.043633363,0.093673405
CO,Chaffee,0.004780332,0.156271341,0.041998634,0.009560665,0.163555657,0.053152743,0.012064648,0.051900751,0.052697473,0.277259276,0.134304575,0.014113362,0.028340542,0.527202367,0.064193034,0.239927157,0.110858183,0.057819258
CO,Delta,0.092250923,0.129936406,0.064457879,0.001177671,0.135510717,0.098610348,0.018057627,0.021041061,0.057156316,0.176022611,0.084556803,0.061395933,0.059825705,0.269608228,0.21841878,0.182303525,0.155766664,0.173902803
CO,Denver,0.008409602,0.065820837,0.063515136,0.02503646,0.086801016,0.047389834,0.035520463,0.090005137,0.203693018,0.214676143,0.07071954,0.051679851,0.036732965,0.542933037,0.134480584,0.175620433,0.063653916,0.083312029
CO,Douglas,0.010235883,0.067341592,0.070740568,0.030595649,0.111854536,0.032285397,0.035586981,0.124208691,0.165459008,0.19828006,0.072084575,0.043290676,0.038036386,0.562403826,0.112687236,0.21429128,0.049066012,0.061551647
CO,Eagle,0.024688995,0.106889952,0.007336523,0.027942584,0.144752791,0.028452951,0.018086124,0.07754386,0.075215311,0.130366826,0.22430622,0.06539075,0.069027113,0.407400319,0.250271132,0.181658692,0.111738437,0.048931419
CO,Elbert,0.024865018,0.129013924,0.05591077,0.023728332,0.150042626,0.026285877,0.056479113,0.080420574,0.098891731,0.19678886,0.051150895,0.052287582,0.054134697,0.497371412,0.10912191,0.169508383,0.128303495,0.0956948
CO,El Paso,0.005093957,0.07694926,0.059968427,0.017541286,0.11226951,0.042567988,0.020786629,0.075737391,0.149555746,0.235237503,0.093874341,0.059440252,0.050977711,0.46296318,0.164638083,0.185885398,0.088583786,0.097929553
CO,Fremont,0.015243703,0.10107949,0.029506052,0.007654563,0.148315342,0.049525679,0.002813216,0.064900229,0.059404645,0.210402355,0.087929342,0.07595682,0.147268564,0.292966961,0.251750082,0.25587177,0.135361465,0.064049722
CO,Garfield,0.012716019,0.150661846,0.039006006,0.039281775,0.126761858,0.052825101,0.016638068,0.054694203,0.099491359,0.186542468,0.095937002,0.076081628,0.049362667,0.340299056,0.179464395,0.196991053,0.139324672,0.143920824
CO,Jefferson,0.013860007,0.071214174,0.075230046,0.02372004,0.100530362,0.040832809,0.021923549,0.073118772,0.172339127,0.216094015,0.079478032,0.049637204,0.062021863,0.538543475,0.137709776,0.184637936,0.065732491,0.073376322
CO,La Plata,0.024285714,0.075551948,0.023538961,0.016980519,0.160324675,0.053246753,0.017077922,0.03525974,0.117824675,0.203279221,0.136363636,0.064772727,0.071493506,0.400064935,0.173863636,0.26474026,0.079285714,0.082045455
CO,Larimer,0.015183293,0.070168465,0.090309994,0.02770441,0.114337568,0.035957677,0.013954194,0.077260626,0.15167602,0.247451581,0.080267996,0.045000706,0.03072747,0.482423887,0.128108705,0.217079766,0.079760666,0.092626976
CO,Logan,0.070951505,0.082083051,0.043171039,0.013067467,0.074629755,0.077146452,0.039202401,0.013454651,0.040751137,0.192527345,0.189623463,0.009098829,0.154292905,0.313522408,0.332397638,0.158067951,0.068047624,0.127964379
CO,Mesa,0.045089298,0.085720576,0.060788684,0.027449847,0.112344864,0.059096288,0.013924434,0.071562233,0.086587413,0.243361127,0.105575277,0.039943312,0.048556647,0.36608052,0.157709348,0.219873965,0.113596962,0.142739206
CO,Montezuma,0.028150992,0.09053103,0.08509277,0.005651525,0.13286415,0.04862444,0.019193858,0.037001493,0.026871401,0.289933888,0.111537641,0.052889742,0.07165707,0.365962892,0.147366176,0.239496694,0.103433568,0.14374067
CO,Montrose,0.031063744,0.10581877,0.033942823,0.030457622,0.14223659,0.063390241,0.036064249,0.051520356,0.086624912,0.241539549,0.117789676,0.02000202,0.039549449,0.338923124,0.181129407,0.24507526,0.120517224,0.114354985
CO,Morgan,0.136530833,0.10212766,0.120952038,0.041471331,0.105373242,0.065632889,0.021781464,0.03577353,0.059285972,0.181824739,0.06707537,0.040605842,0.021565092,0.250054093,0.161485755,0.191345114,0.186080058,0.21103498
CO,Otero,0.040607696,0.130058214,0.131194093,0,0.092148232,0.022717592,0.027403095,0.005111458,0.027687065,0.317194377,0.023853472,0.055232145,0.12679256,0.311940934,0.133323868,0.153627715,0.223342326,0.177765157
CO,Pueblo,0.018330991,0.056355604,0.058951777,0.015835222,0.120901345,0.073854672,0.005737399,0.037465217,0.09287415,0.282667317,0.08762443,0.058048137,0.091353739,0.389469004,0.195215009,0.197251786,0.089460398,0.128603804
CO,Routt,0.03582054,0.135011305,0.023444008,0.026835654,0.155718196,0.028680233,0.001785077,0.088896823,0.10186838,0.1930263,0.117339046,0.07092705,0.020647388,0.448708794,0.11650601,0.215637272,0.165774128,0.053373795
CO,Summit,0.024323129,0.104957987,0.075671957,0.015085254,0.152719768,0.010515454,0.017689548,0.109773476,0.136160385,0.16701882,0.16348091,0.015330942,0.00727237,0.347059113,0.160336101,0.238808904,0.153063732,0.100732151
CO,Teller,0.010376135,0.051448335,0.027237354,0.046000865,0.154777345,0.132728059,0.017898833,0.014699524,0.116817985,0.298400346,0.045309122,0.03718115,0.047124946,0.421098141,0.09355815,0.246519671,0.080933852,0.157890186
CO,Weld,0.042228957,0.107837968,0.084938841,0.032604602,0.104720627,0.055862976,0.010881721,0.051841723,0.129004595,0.200981557,0.086016583,0.051957609,0.041122243,0.385756419,0.156846271,0.207355302,0.122155716,0.127886292
CT,Fairfield,0.001047933,0.06813797,0.085859406,0.024293356,0.107553239,0.042096028,0.029124814,0.118867258,0.14740921,0.23751315,0.066962092,0.044571668,0.026563877,0.498139716,0.154444169,0.195307455,0.064429587,0.087679073
CT,Hartford,0.003302317,0.049766142,0.11665491,0.020472119,0.109643664,0.048211582,0.017010302,0.105388842,0.116991881,0.262105126,0.069000454,0.041775433,0.039677227,0.472876071,0.15804395,0.196770918,0.054627512,0.117681549
CT,Litchfield,0.011119954,0.094949777,0.123244359,0.027509518,0.110909169,0.029671133,0.018981352,0.063364377,0.110683329,0.265384036,0.071032198,0.033790033,0.039360764,0.434839653,0.154517884,0.192620394,0.102026111,0.115995956
CT,Middlesex,0.002412423,0.059008999,0.131404143,0.018110007,0.098438096,0.029240816,0.012690469,0.090146092,0.12236036,0.278909809,0.06078185,0.043053343,0.053443594,0.49921456,0.126814928,0.194306681,0.070779381,0.108884451
CT,New Haven,0.003886404,0.059628139,0.114126599,0.017728358,0.110768354,0.044376984,0.01636356,0.065197171,0.096797865,0.320134049,0.066475501,0.049843188,0.034673827,0.453393534,0.161889872,0.191207333,0.071570126,0.121939136
CT,New London,0.005907258,0.053173108,0.153744377,0.012919696,0.117382439,0.036447551,0.017176969,0.047763959,0.119289261,0.256961848,0.111171645,0.029575207,0.038486683,0.449270738,0.188316237,0.191865262,0.073618916,0.096928848
CT,Tolland,0.00520394,0.064770235,0.105908613,0.014132395,0.126322073,0.06409541,0.010537654,0.098874859,0.089193714,0.303697263,0.063835862,0.027499124,0.025928858,0.445825817,0.139403299,0.208339281,0.080226326,0.126205277
CT,Windham,0.021538834,0.055506577,0.123234628,0.02810766,0.153814241,0.064184342,0.002108939,0.035402513,0.088281561,0.257307819,0.070545731,0.046154644,0.053812512,0.366229321,0.174920915,0.205863541,0.104115888,0.148870335
DE,Kent,0.005699244,0.080977816,0.078907688,0.007501022,0.147464731,0.050577591,0.010235637,0.051765999,0.089731139,0.261692394,0.084760274,0.024662646,0.106023819,0.356790534,0.183487528,0.240850542,0.085220303,0.133651094
DE,New Castle,0.007417594,0.057267247,0.059269499,0.013474227,0.121157601,0.060876288,0.013107267,0.12182383,0.12948369,0.250537972,0.073224694,0.03787177,0.054488321,0.459110601,0.164462527,0.192497613,0.078868051,0.105061208
DE,Sussex,0.016719527,0.105759818,0.073005991,0.022583108,0.139365284,0.04652688,0.009573593,0.063726066,0.133482125,0.214583578,0.091360273,0.038744665,0.04456909,0.366449352,0.188153412,0.200046987,0.107991699,0.13735855
,District of Columbia,0.000776594,0.02306991,0.012917912,0.006125527,0.048165718,0.032588816,0.032774523,0.072980152,0.268186653,0.164528219,0.061576036,0.091120378,0.185189562,0.72287126,0.102023647,0.117867855,0.019932583,0.037304656
FL,Alachua,0.007592391,0.045280815,0.044467609,0.019605669,0.107232363,0.029164541,0.010682576,0.052400068,0.122358003,0.34571625,0.119711386,0.039625334,0.056162996,0.4616721,0.183658986,0.223912706,0.058055549,0.072700659
FL,Baker,0,0.104884483,0.042209609,0.016148373,0.080502039,0.055080342,0,0.139419618,0.111199936,0.189143816,0.107522584,0.091773923,0.062115277,0.382364697,0.241905828,0.186985371,0.064353665,0.124390439
FL,Bay,0.001400062,0.104339045,0.069291592,0.027863528,0.10741459,0.04694798,0.012841552,0.069589965,0.118224905,0.175283168,0.136288,0.047005359,0.083510254,0.408232823,0.167892677,0.217181744,0.104166906,0.10252585
FL,Bradford,0.009176204,0.105474791,0.054129292,0.011032065,0.127332715,0.158573049,0.011135169,0.036395505,0.137127539,0.247345087,0.042787916,0.002783792,0.056706877,0.325600577,0.052067223,0.261367151,0.244148881,0.116816167
